"Assembly"	"Accesion"	"Region"	"NRPS"	"NRP.metallophore"	"NIS"	"Metallophore"	"Span"	"ContigEdge"	"Taxonomy"	"Species"	"Orn_monoox"	"IBH_Asp"	"EntC"	"EntA"	"Lys_monoox"	"SalSyn"	"IPL"	"Cy_tandem"	"VibH_like"	"TBH_Asp"	"PvdO"	"PvdP"	"IBH_His"	"KtzT"	"MetRS.like"	"VbsL"	"FbnL"	"FbnM"	"SBH_Asp"	"GrbD"	"GrbE"	"CyanoBH_Asp1"	"CyanoBH_Asp2"	"X"	"TonB_dep_Rec"	"Peripla_BP_2"	"FecCD"	"TRANSPORT"	"CATECHOL"	"GRAMININE"	"DMAQ"	"HYDROXAMATE"	"SALICYLATE"	"OHASP"	"OHHIS"	"PYOVERDINE"
"GCF_003855095.1_NZ_CP033972.1.region007"	"GCF_003855095.1"	"NZ_CP033972.1"	"region007"	TRUE	TRUE	FALSE	TRUE	"3058052..3148868"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia"	"Gordonia insulae"	533.1	NA	NA	NA	682.6	518.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_004011905.1_NZ_CP027114.1.region001"	"GCF_004011905.1"	"NZ_CP027114.1"	"region001"	TRUE	TRUE	TRUE	TRUE	"419539..478645"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia"	"Gordonia alkanivorans"	NA	NA	NA	NA	NA	524.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.9	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_009932435.1_NZ_BJOU01000001.1.region003"	"GCF_009932435.1"	"NZ_BJOU01000001.1"	"region003"	TRUE	TRUE	TRUE	TRUE	"442009..496044"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia"	"Gordonia crocea"	NA	NA	NA	NA	NA	525.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_009932475.1_NZ_BJOV01000005.1.region004"	"GCF_009932475.1"	"NZ_BJOV01000005.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"1364993..1454557"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia"	"Gordonia spumicola"	526.4	NA	393.4	257.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55.9	305.4	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_012933505.1_NZ_JABBNB010000031.1.region001"	"GCF_012933505.1"	"NZ_JABBNB010000031.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"10844..80177"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia"	"Gordonia asplenii"	NA	NA	NA	NA	672.5	525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_014041935.1_NZ_CP059491.1.region004"	"GCF_014041935.1"	"NZ_CP059491.1"	"region004"	TRUE	TRUE	TRUE	TRUE	"575854..635346"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia"	"Gordonia jinghuaiqii"	NA	NA	NA	NA	NA	532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.6	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_014070455.1_NZ_CP059694.1.region009"	"GCF_014070455.1"	"NZ_CP059694.1"	"region009"	TRUE	TRUE	TRUE	TRUE	"1592758..1651856"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia"	"Gordonia rubripertincta"	NA	NA	NA	NA	NA	526.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.4	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_014197435.1_NZ_JACIFP010000001.1.region002"	"GCF_014197435.1"	"NZ_JACIFP010000001.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"517678..612356"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia"	"Gordonia humi"	512.4	NA	385.3	287.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	307.4	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_014673215.1_NZ_JACWMS010000002.1.region003"	"GCF_014673215.1"	"NZ_JACWMS010000002.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"491881..573173"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia"	"Gordonia hankookensis"	540.5	NA	NA	NA	674.9	521.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.7	310.8	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_020735545.1_NZ_CP085974.1.region010"	"GCF_020735545.1"	"NZ_CP085974.1"	"region010"	TRUE	TRUE	FALSE	TRUE	"4751480..4821566"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia"	"Gordonia otitidis"	524	NA	377.4	264.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84.5	NA	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_022059885.1_NZ_CP091855.1.region006"	"GCF_022059885.1"	"NZ_CP091855.1"	"region006"	TRUE	TRUE	TRUE	TRUE	"1197095..1263029"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia"	"Gordonia amicalis"	NA	NA	NA	NA	NA	532.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.2	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_023078355.1_NZ_CP095552.1.region002"	"GCF_023078355.1"	"NZ_CP095552.1"	"region002"	TRUE	TRUE	TRUE	TRUE	"654877..714325"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia"	"Gordonia hongkongensis"	NA	NA	NA	NA	NA	543.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.5	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_900105725.1_NZ_FNLM01000034.1.region006"	"GCF_900105725.1"	"NZ_FNLM01000034.1"	"region006"	TRUE	TRUE	TRUE	TRUE	"3313119..3375442"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia"	"Gordonia westfalica"	NA	NA	NA	NA	NA	521.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.9	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_900683595.1_NZ_CAACYD010000007.1.region004"	"GCF_900683595.1"	"NZ_CAACYD010000007.1"	"region004"	TRUE	TRUE	TRUE	TRUE	"370271..431238"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia"	"Gordonia paraffinivorans"	NA	NA	NA	NA	NA	523.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.5	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_901542405.1_NZ_CABEIC010000002.1.region002"	"GCF_901542405.1"	"NZ_CABEIC010000002.1"	"region002"	TRUE	TRUE	TRUE	TRUE	"686338..745745"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia"	"Gordonia terrae"	NA	NA	NA	NA	NA	545.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.5	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_001552615.1_NZ_BCRN01000003.1.region001"	"GCF_001552615.1"	"NZ_BCRN01000003.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"122806..190625"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Millisia"	"Millisia brevis NBRC 105863"	492.2	NA	411.9	332.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.5	304.2	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_019285775.1_NZ_CP079105.1.region014"	"GCF_019285775.1"	"NZ_CP079105.1"	"region014"	TRUE	TRUE	FALSE	TRUE	"4070775..4134740"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Skermania"	"Skermania piniformis"	529.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86	296.1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_000214175.1_NC_015564.1.region001"	"GCF_000214175.1"	"NC_015564.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"89267..179782"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Hoyosella"	"Hoyosella subflava DQS3-9A1"	551.5	NA	418.7	326.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69.9	306.9	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_008312885.1_NZ_VSSO01000001.1.region001"	"GCF_008312885.1"	"NZ_VSSO01000001.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"307434..365706"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Hoyosella"	"Hoyosella suaedae"	564.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_014643175.1_NZ_BMJH01000001.1.region001"	"GCF_014643175.1"	"NZ_BMJH01000001.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"168269..231809"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Hoyosella"	"Hoyosella rhizosphaerae"	564.7	NA	421.1	331.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.7	307.4	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_000157895.3_NC_022663.1.region003"	"GCF_000157895.3"	"NC_022663.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"1071550..1137907"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium kansasii ATCC 12478"	NA	NA	NA	NA	625.3	528.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_000157895.3_NC_022663.1.region004"	"GCF_000157895.3"	"NC_022663.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"1576892..1629064"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium kansasii ATCC 12478"	NA	NA	NA	NA	703.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_000613245.1_NZ_HG964937.1.region002"	"GCF_000613245.1"	"NZ_HG964937.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"574008..690820"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium asiaticum DSM 44297"	NA	NA	NA	NA	670.2	547.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_001021495.1_NZ_LDPP01000008.1.region001"	"GCF_001021495.1"	"NZ_LDPP01000008.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"16778..77618"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium nebraskense"	NA	NA	NA	NA	757.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_001907675.1_NZ_MPNT01000006.1.region002"	"GCF_001907675.1"	"NZ_MPNT01000006.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"127060..187855"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium paraffinicum"	NA	NA	NA	NA	760.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_001942625.1_NZ_MLCL01000029.1.region001"	"GCF_001942625.1"	"NZ_MLCL01000029.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"66362..135589"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium syngnathidarum"	NA	NA	NA	NA	691.3	524.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_002086155.1_NZ_MVHE01000006.1.region002"	"GCF_002086155.1"	"NZ_MVHE01000006.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"138113..190219"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium angelicum"	NA	NA	NA	NA	699.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_002086485.1_NZ_MVHF01000001.1.region001"	"GCF_002086485.1"	"NZ_MVHF01000001.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"183559..246335"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium aquaticum"	NA	NA	NA	NA	683.2	545.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_002086735.1_NZ_MVIJ01000001.1.region001"	"GCF_002086735.1"	"NZ_MVIJ01000001.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"26040..140529"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium scrofulaceum"	NA	NA	NA	NA	758.2	557.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_002086915.1_NZ_MWQA01000001.1.region003"	"GCF_002086915.1"	"NZ_MWQA01000001.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"1044595..1112144"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium persicum"	NA	NA	NA	NA	628.1	524.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_002086915.1_NZ_MWQA01000001.1.region004"	"GCF_002086915.1"	"NZ_MWQA01000001.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"1575589..1627722"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium persicum"	NA	NA	NA	NA	704.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_002101675.1_NZ_LQOY01000207.1.region001"	"GCF_002101675.1"	"NZ_LQOY01000207.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"3132..121672"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium gordonae"	NA	NA	NA	NA	655.4	551.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_002102025.1_NZ_LQOK01000047.1.region001"	"GCF_002102025.1"	"NZ_LQOK01000047.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"1870..114301"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium bohemicum"	NA	NA	NA	NA	756.5	549.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_002102175.1_NZ_LQOX01000153.1.region001"	"GCF_002102175.1"	"NZ_LQOX01000153.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"41306..93448"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium gastri"	NA	NA	NA	NA	701.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_002102185.1_NZ_LQOW01000031.1.region002"	"GCF_002102185.1"	"NZ_LQOW01000031.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"204749..272702"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium fragae"	NA	NA	NA	NA	732.9	550.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_002116635.1_NZ_LQPW01000167.1.region001"	"GCF_002116635.1"	"NZ_LQPW01000167.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"19811..71851"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium szulgai"	NA	NA	NA	NA	693.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_002157835.1_NZ_CP020809.1.region005"	"GCF_002157835.1"	"NZ_CP020809.1"	"region005"	TRUE	TRUE	FALSE	TRUE	"2538622..2601404"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium dioxanotrophicus"	NA	NA	NA	NA	679.2	543.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_002742165.1_NZ_PDKV01000003.1.region003"	"GCF_002742165.1"	"NZ_PDKV01000003.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"175276..245299"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium celatum"	NA	NA	NA	NA	655.7	542.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_003584745.1_NZ_AP018410.1.region019"	"GCF_003584745.1"	"NZ_AP018410.1"	"region019"	TRUE	TRUE	FALSE	TRUE	"4042667..4114100"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium pseudoshottsii JCM 15466"	NA	NA	NA	NA	654.9	546.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_003614435.1_NZ_CP025546.1.region001"	"GCF_003614435.1"	"NZ_CP025546.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"136132..186800"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium paragordonae"	NA	NA	NA	NA	696.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_003614435.1_NZ_CP025546.1.region015"	"GCF_003614435.1"	"NZ_CP025546.1"	"region015"	TRUE	TRUE	FALSE	TRUE	"4528728..4646388"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium paragordonae"	NA	NA	NA	NA	646.9	554.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_008329645.1_NZ_CP043474.1.region016"	"GCF_008329645.1"	"NZ_CP043474.1"	"region016"	TRUE	TRUE	FALSE	TRUE	"4779120..4845783"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium grossiae"	NA	NA	NA	NA	674.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_010723305.1_NZ_BLKW01000004.1.region003"	"GCF_010723305.1"	"NZ_BLKW01000004.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"705604..769957"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium botniense"	NA	NA	NA	NA	752.1	540.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_010723575.1_NZ_BLKZ01000001.1.region016"	"GCF_010723575.1"	"NZ_BLKZ01000001.1"	"region016"	TRUE	TRUE	FALSE	TRUE	"4230881..4354739"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium bourgelatii"	NA	NA	NA	NA	651.2	560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_010726505.1_NZ_AP022562.1.region002"	"GCF_010726505.1"	"NZ_AP022562.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"334507..412417"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium novum"	NA	NA	NA	NA	715.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_010727945.1_NZ_AP022569.1.region005"	"GCF_010727945.1"	"NZ_AP022569.1"	"region005"	TRUE	TRUE	FALSE	TRUE	"1445149..1581504"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium cookii"	NA	NA	NA	NA	733.2	543.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_010728525.1_NZ_AP022572.1.region007"	"GCF_010728525.1"	"NZ_AP022572.1"	"region007"	TRUE	TRUE	FALSE	TRUE	"3109909..3181342"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium shottsii"	NA	NA	NA	NA	658	547.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_010728725.1_NZ_AP022606.1.region008"	"GCF_010728725.1"	"NZ_AP022606.1"	"region008"	TRUE	TRUE	FALSE	TRUE	"3460934..3574017"	FALSE	"Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium"	"Mycobacterium branderi"	NA	NA	NA	NA	652.2	538.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
