ID,designation_header,strain_number_header,is_type_strain_header,species,"Genome seq. accession number"
8140,5YN5-8,"DSM 18516, CIP 110357, KACC 11602, CCUG 61636",1,"Acinetobacter brisouii",GCA_000488275
,,,,,GCA_000931655
8057,,"DSM 30006, ATCC 23055, CIP 81.08, CIP 81.8, LMD 22.16, CCUG 12804, LMG 1046, IFO 13718, Delft L360, JCM 6842, CECT 441, IAM 12087, KCTC 2357, LMG 10511, NBIMCC 3730, NBRC 13718, NCCB 22016, NCIMB 10694, NCTC 12983, VTT E-981117",1,"Acinetobacter calcoaceticus",GCA_000248175
,,,,,GCA_000368965
,,,,,GCA_000931735
,,,,,GCA_900444805
157583,"UHS000024, GK 2, GK2","DSM 106070",0,"Acinetobacter calcoaceticus",GCA_001510805
140537,,"CCM 8641, CIP 110478, CCUG 67966, CNCTC 7573, DSM 107593, NIPH 2036",1,"Acinetobacter colistiniresistens",GCA_000413935
139534,,"CIP 110480, NIPH 3623, ANC 3623, CCUG 67960, CCM 8635",1,"Acinetobacter courvalinii",GCA_000369785
,,,,,GCA_008802255
,,,,,GCA_014635545
139535,,"CIP 110479, NIPH 1847, CCUG 34435",0,"Acinetobacter courvalinii",GCA_000369605
140606,WCHA30,"KCTC 52503, GDMCC 1.1101, CCTCC AB 2016203, DSM 107594",1,"Acinetobacter defluvii",GCA_001704615
133175,JVAP01,"CECT 9134, LMG 29605",1,"Acinetobacter lactucae",GCA_001595745
139491,,"CIP 110481, NIPH 1867, CCUG 34437",0,"Acinetobacter dispersus",GCA_000369545
140912,114,"CCUG 65204, DSM 27228",1,"Acinetobacter equi",GCA_001307195
130452,"UG 60467","CCUG 68482, DSM 28097, ANC 4275, LMG 27960",1,"Acinetobacter gandensis",GCA_008802205
8098,"Tr II-3","DSM 9306",0,"Acinetobacter genomospecies 3",GCA_000248235
8132,9AO1,"DSM 14967, CIP 107464",1,"Acinetobacter gerneri",GCA_000368565
,,,,,GCA_000430245
8097,O1,"DSM 590, ATCC 11171, CCUG 2491, CIP 63.46, LMG 988, NCIB 8250",1,"Acinetobacter guillouiae",GCA_000368145
,,,,,GCA_008802215
135563,,"CIP 110465, NIPH 991",0,"Acinetobacter guillouiae",GCA_000368485
136752,,"CIP 110451, NIPH 230, CCUG 56138",0,"Acinetobacter gyllenbergii",GCA_000488195
8092,2446/60,"DSM 6962, ATCC 17906, CIP 64.3, NCTC 10305, CCUG 888, KCTC 12404",1,"Acinetobacter haemolyticus",GCA_000369065
,,,,,GCA_000430205
,,,,,GCA_900444835
136765,,"CIP 110442, NIPH 261",0,"Acinetobacter haemolyticus",GCA_000369085
137495,,"CIP 64.4, ATCC 17907, NCTC 10306, CCUG 891",0,"Acinetobacter haemolyticus",GCA_900444825
137522,,"CIP 70.27, ATCC 19194",0,"Acinetobacter haemolyticus",GCA_000164055
163932,,"JCM 31009, KACC 18453, KEMB 9005-333",1,"Acinetobacter halotolerans",GCA_004208515
8148,A648,"DSM 25388, CCM 7832, CIP 110367, MTCC 10660, CCUG 69702",1,"Acinetobacter indicus",GCA_000488255
,,,,,GCA_000830155
131299,1NM-4,"DSM 100979, CCTCC AB 2014199, GIMCC 1.656, KCTC 42012, CCUG 69701",0,"Acinetobacter indicus",GCA_002174105
139603,,"CIP 53.82, ATCC 17976",0,"Acinetobacter indicus",GCA_000369465
,,,,,GCA_013449545
8088,3865/60,"DSM 6963, ATCC 17909, CIP 64.6, NCTC 10308, CCUG 19095, NCTC 12154",1,"Acinetobacter johnsonii",GCA_000368045
,,,,,GCA_000949655
,,,,,GCA_900444855
138934,,"CIP 68.41, ATCC 9036, IAM 1517, LMG 983, NCDO 715, NCIMB 8154, JCM 20194, NBRC 102197",0,"Acinetobacter johnsonii",GCA_007989645
8086,64.5,"DSM 6964, ATCC 17908, NCTC 10307, CCUG 889, KCTC 12406",1,"Acinetobacter junii",GCA_900444875
8087,17AO4,"CCUG 50767, DSM 14968, CIP 107470",0,"Acinetobacter junii",GCA_000368665
,,,,,GCA_000430225
136748,,"CIP 110443, NIPH 182",0,"Acinetobacter junii",GCA_000368745
133403,BRTC-1,"ACCC 19936, JCM 31367",1,"Acinetobacter larvae",GCA_001704115
8058,,"DSM 2403, ATCC 15309, CIP 644.10, JCM 6840, NCTC 5866, ATCC 17986, CCM 5581, CCUG 12805, CCUG 33984, CECT 453, CIP 64.10, LMG 1029, LMG 1240, NBRC 109760, NCIMB 12456",1,"Acinetobacter lwoffii",GCA_000248355
,,,,,GCA_000487975
,,,,,GCA_000836095
,,,,,GCA_900699155
134719,,"CIP 110447, NIPH 478",0,"Acinetobacter lwoffii",GCA_000369145
138819,,"CIP 110448, NIPH 715",0,"Acinetobacter lwoffii",GCA_000368165
139049,,"CIP 70.36, ATCC 17987, NCTC 5867",0,"Acinetobacter lwoffii",GCA_900444925
139604,,"CIP 102136",0,"Acinetobacter lwoffii",GCA_000369685
139605,,"CIP 64.7, ATCC 17910, NCTC 10309",0,"Acinetobacter lwoffii",GCA_000369745
139606,,"CIP 70.31, ATCC 9957, CCUG 61662, LMG 985, CNCTC Mi 3/65",0,"Acinetobacter lwoffii",GCA_000369125
139612,,"CIP 101966",0,"Acinetobacter lwoffii",GCA_000369725
139492,,"CIP 110444, NIPH 236, CCUG 67964, CCM 8639",1,"Acinetobacter modestus",GCA_000367965
,,,,,GCA_014636095
130450,,"CCUG 68431, CIP 110549, DSM 29975, CECT 8127, LMG 26958, SAP 763.2",1,"Acinetobacter nectaris",GCA_000488215
132120,,"DSM 102856, CCM 7791, CNCTC 7433, LMG 10619, NIPH 2119, CCUG 61663, RUH 2376",1,"Acinetobacter nosocomialis",GCA_000368085
,,,,,GCA_000836055
136146,,"CIP 110440, NIPH 386",0,"Acinetobacter nosocomialis",GCA_000368605
157136,,"CCUG 69705, KCTC 23045, JCM 16667",0,"Acinetobacter oleivorans",GCA_000836035
8139,,"DSM 16617, CCM 7030, CCUG 48866, LMG 21765, NIPH 384, LUH 4616",1,"Acinetobacter parvus",GCA_000248155
,,,,,GCA_000368025
134448,,"CIP 102129",0,"Acinetobacter parvus",GCA_000368305
138820,,"CIP 110475, NIPH 1103, LMG 21766, LUH 3313",0,"Acinetobacter parvus",GCA_000368005
139613,,"CIP 102529",0,"Acinetobacter parvus",GCA_000368325
158638,LW15,"MCCC 1K03337, CICC 24241, KCTC 62134, JCM 32101",1,"Acinetobacter piscicola",GCA_002233755
8146,,"CCUG 61664, NCDC KC739, DSM 25618, ATCC 19004, CIP 70.29, LMG 1035, NIPH 519, RUH 2206",1,"Acinetobacter pittii",GCA_000369045
,,,,,GCA_000836015
158150,IIF1SW-P1,"DSM 104460",0,"Acinetobacter pittii",GCA_001743435
157137,,"KCTC 42611, CCUG 69708",0,"Acinetobacter plantarum",GCA_012271855
139427,,"CIP 110482, NIPH 809, CCUG 14818, CCUG 67965, CCM 8640",1,"Acinetobacter proteolyticus",GCA_000367945
164465,S23,"JCM 33150, KACC 19921",1,"Acinetobacter pullicarnis",GCA_006352475
8096,FO-1,"DSM 6976, ATCC 43998, IAM 13186, CCUG 56440, CIP 103788, LMG 10613, JCM 9326, NBRC 102413, NCIMB 12753",1,"Acinetobacter radioresistens",GCA_000248115
,,,,,GCA_000368905
,,,,,GCA_006757745
136812,"SEIP 12.81","CIP 110469, NIPH 2130, BOUVET 76",0,"Acinetobacter radioresistens",GCA_000368885
8147,G30,"DSM 24031, CCUG 57889, CECT 7818, LMG 26107",1,"Acinetobacter rudis",GCA_000829675
8134,,"DSM 16038, CNCTC 6736, LMG 19576, NIPH 1034, CCUG 45560, KCTC 12409, CIP 107287",1,"Acinetobacter schindleri",GCA_000368625
135565,,"CIP 110474, NIPH 900",0,"Acinetobacter schindleri",GCA_000368465
139607,,"CIP 101934",0,"Acinetobacter schindleri",GCA_000369585
132199,"Gerner-Smidt 10090","DSM 102854, CCM 8535, CCUG 34785, CIP 110471, NIPH 973",1,"Acinetobacter seifertii",GCA_000368065
8138,SW-100,"CCUG 56483, KCTC 12260, DSM 16313, KTCC 12260",1,"Acinetobacter seohaensis",GCA_018403785
159774,WCHAc060041,"CCTCC AB 2018118, GDMCC 1.1383, KCTC 62575",1,"Acinetobacter sichuanensis",GCA_003024515
8143,"B1, CR11, IBFC2009","DSM 22956, JCM 15062, KCTC 22184, CCUG 59023, KCTC 22814, CIP 110264, CCTCC AB 209162",1,"Acinetobacter soli",GCA_000368705
,,,,,GCA_000760595
139530,,"CIP 110476, NIPH 2899",0,"Acinetobacter soli",GCA_000368725
8072,IVS-W,"DSM 11652",0,"Acinetobacter sp.",GCA_900109815
24220,2210,"DSM 30010, ATCC 17903, NCTC 8102, CCUG 26488, LMG 993, ATCC 13695, CCM 5594, CIP 70.11",0,"Acinetobacter sp.",GCA_000248315
,,,,,GCA_003143895
132688,Root1280,"DSM 102368",0,"Acinetobacter sp.",GCA_001425285
132689,Leaf130,"DSM 102567",0,"Acinetobacter sp.",GCA_001423205
136811,,"CIP 110445, NIPH 284",0,"Acinetobacter sp.",GCA_000369425
137422,,"CIP 110452, NIPH 298",0,"Acinetobacter sp.",GCA_000369505
137425,"SEIP 1/87","CIP 110484, NIPH 2100",0,"Acinetobacter sp.",GCA_000369805
138442,,"CIP 110477, NIPH 1859, LMG 10627",0,"Acinetobacter sp.",GCA_000369765
138485,"Gerner-Smidt 10095","CIP 110472, NIPH 817, CCUG 34786",0,"Acinetobacter sp.",GCA_000368405
139608,,"CIP 56.2",0,"Acinetobacter sp.",GCA_000368445
141331,,"CCUG 887, ATCC 17905, NCTC 10304, CIP 64.2",0,"Acinetobacter sp.",GCA_000248215
,,,,,GCA_000369645
141333,,"CCUG 996, CIP 70.18, NCDC KC727, ATCC 17988, LMG 1031",0,"Acinetobacter sp.",GCA_000369525
8133,4N13,"DSM 14970, CIP 107469",1,"Acinetobacter tandoii",GCA_000400735
,,,,,GCA_000621065
8130,7N16,"DSM 14971, CIP 107465, CCUG 50768",1,"Acinetobacter tjernbergiae",GCA_000374425
,,,,,GCA_000488175
,,,,,GCA_000759995
8123,AB1110,"DSM 14962, CIP 107472, CCUG 50769, CCM 7201",1,"Acinetobacter towneri",GCA_000368785
,,,,,GCA_000688495
8135,,"CCUG 45559, ATCC BAA 617, KCTC 12410, CCM 7024, CIP 107286, DSM 16037, CNCTC 6735, LMG 19575, NIPH 137",1,"Acinetobacter ursingii",GCA_000248135
,,,,,GCA_000368825
136751,,"CIP 110450, NIPH 706",0,"Acinetobacter ursingii",GCA_000369885
132198,"strain Tjernberg & Ursing 151a","DSM 102977, CCM 8555, CCUG 26390, CIP 110486, NIPH 2171",1,"Acinetobacter variabilis",GCA_000369625
136891,,"CIP 110487, NIPH 899",0,"Acinetobacter variabilis",GCA_000368385
139493,,"CIP 110483, NIPH 2168, RUH 65, CCUG 67967, CCM 8642",1,"Acinetobacter vivianii",GCA_000369705
,,,,,GCA_014635885
139494,,"CIP 110485, NIPH 758",0,"Acinetobacter vivianii",GCA_000368345
159758,WCHA60,"CCTCC AB 2016204, GDMCC 1.1100, KCTC 52505",1,"Acinetobacter wuhouensis",GCA_001696605
16504,"E 90","DSM 43316, ATCC 29331, IFO 13972, NBRC 13972, NCIB 11120, JCM 3181, BCRC 12360, BCRC 16357, IMSNU 20325, KCTC 9431, NCIMB 11120",1,"Acrocarpospora corrugata",GCA_009687845
16505,R-55,"DSM 44705, IFO 16266, JCM 10982, NBRC 16266, BCRC 16396",1,"Acrocarpospora macrocephala",GCA_009687865
23319,PS33-18,"DSM 45867, BCC 46906, NBRC 108782",1,"Acrocarpospora phusangensis",GCA_016862995
16506,R-31,"DSM 44706, IFO 16267, JCM 10983, NBRC 16267, BCRC 16801",1,"Acrocarpospora pleiomorpha",GCA_009687885
24522,R46,"DSM 28448, CECT 7668, KCTC 23349",1,"Actibacterium mucosum",GCA_000647975
132960,NS6,"DSM 105040, JCM 30828, KCTC 18418",1,"Actibacterium naphthalenivorans",GCA_014196965
141146,JN33,"CGMCC 1.16012, KCTC 52653, DSM 109121",1,"Actibacterium pelagium",GCA_002285415
,,,,,GCA_014644355
141055,LS-811,"BCRC 80823, JCM 30681",1,"Actibacterium ureilyticum",GCA_002285435
132268,NEAU-TX1-15,"DSM 102200, CGMCC 4.7200, JCM 30340",1,"Actinoallomurus bryophytorum",GCA_006716425
13192,"Y388=As 4.1159","DSM 43889, IFO 14455, IMET 43868, JCM 6095, NBRC 14455, NRRL B-16252, CGMCC 4.1159, CIP 106755, KCCM 12121, VKM Ac-1271",1,"Actinoalloteichus caeruleus",GCA_000429185
130583,AH97,"DSM 45943, CECT 8639",1,"Actinoalloteichus hoggarensis",GCA_002234535
,,,,,GCA_014203625
13194,,"DSM 45092, CGMCC 4.2500, CIP 109428, JCM 13436, HPA 177, BCRC 16835, NCIMB 14383, NRRL B-24537",1,"Actinoalloteichus hymeniacidonis",GCA_001747425
,,,,,GCA_014203365
13193,RMV-1378,"DSM 44848, JCM 12472, MTCC 6194, BCRC 16823, CBS 11706, CIP 109023, NBRC 102582, NCIMB 14384",1,"Actinoalloteichus spitiensis",GCA_000239155
11676,"11-61, P243","DSM 19761, ATCC 51571, CCUG 12396, CIP 103283, NCTC 11408",1,"Actinobacillus capsulatus",GCA_000374285
11689,"PM 30/53","ATCC 19392, MCCM 00142, DSM 19655, CCUG 2041, CIP 103284, JCM 2432, NCTC 8529, LMG 3736",1,"Actinobacillus equuli",GCA_900636745
11679,,"CIP 107665, DSM 22256, ATCC 49236, CCUG 41384, CIP 53.130, NCTC 4189",1,"Actinobacillus lignieresii",GCA_900444945
141212,,"CCUG 215, NCTC 4191",0,"Actinobacillus lignieresii",GCA_900444935
152802,,"CCUG 47656, NCTC 11407",0,"Actinobacillus pleuropneumoniae",GCA_900444975
152803,,"CCUG 47657, NCTC 10976",0,"Actinobacillus pleuropneumoniae",GCA_900638445
11684,NM319,"DSM 22435, CCUG 38924, CIP 105315",1,"Actinobacillus porcinus",GCA_900773985
,,,,,GCA_901764995
144739,,"CCUG 26436, MCCM 00283, CCM 5976",0,"Actinobacillus salpingitidis",GCA_000771895
11683,"5, A51 and A65","DSM 22263, ATCC 15768, CCUG 27187, CIP 102633, NCTC 10851, Simmons K3844-C",1,"Actinobacillus seminis",GCA_002263215
,,,,,GCA_900460625
11682,,"DSM 22433, ATCC 33415, CCM 5586, CCUG 11624, CIP 103354, NCTC 12996",1,"Actinobacillus suis",GCA_000739435
,,,,,GCA_900187155
11681,1208,"DSM 19774, ATCC 15557, JCM 2433, GTC 00492",0,"Actinobacillus suis",GCA_002081685
11670,3520/59,"DSM 5568, ATCC 25976, NCTC 10219, CCUG 2139",1,"Actinobacillus ureae",GCA_000188255
137004,,"CIP 62.10, ATCC 29691, NCTC 10220",0,"Actinobacillus ureae",GCA_900445015
137494,,"CIP 62.11, ATCC 29692, NCTC 10221",0,"Actinobacillus ureae",GCA_900445035
132079,"FC1, FC3","DSM 100580, CSUR P1982",1,"Actinobaculum massiliense",GCA_001457435
144,,"DSM 20639, ATCC 33144, CCUG 19206, CIP 105361, LMG 18291, Soltys 50052",1,"Actinobaculum suis",GCA_900102025
7797,CS5-AC17,"DSM 45178, JCM 16894, NBRC 107355, NRRL B-24660",1,"Actinocatenispora rupis",GCA_016861975
7796,KV-744,"DSM 45336, NBRC 101916, NRRL B-24477, JCM 15920",1,"Actinocatenispora sera",GCA_018324685
7795,TT2-10,"DSM 44816, JCM 12343, PCU 235, BCRC 16831, CGMCC 4.5560, CIP 109347, NBRC 105041, NCIMB 14320",1,"Actinocatenispora thailandica",GCA_016865425
16911,,"DSM 44254, ATCC 51528, IFO 15485, JCM 9647, NBRC 15485, NCIMB 13337, VKM Ac-1994, IMSNU 21271",1,"Actinocorallia herbida",GCA_003751225
159707,A251,"CGMCC 4.7421, JCM 32178",1,"Actinocorallia populi",GCA_002995495
132014,OB1,"DSM 45618, ATCC BAA 2771",1,"Actinocrinis puniceicyclus",GCA_018283645
132668,MI503-A4,"DSM 45934, NBRC 109632",1,"Actinocrispum wychmicini",GCA_004345645
13511,03-9939,"DSM 45114, CCM 7461, KCTC 19294, JCM 17965, NBRC 106985",1,"Actinokineospora alba",GCA_004362515
13207,"ID 03-0561","DSM 45656, BTCC B554, NBRC 104211",1,"Actinokineospora baliensis",GCA_016907695
24443,44EHW,"DSM 46700, BCC 53155, NBRC 108932",1,"Actinokineospora bangkokensis",GCA_001940455
13209,"ID 03-0810","DSM 45657, BTCC B-558, NBRC 105526",1,"Actinokineospora cianjurensis",GCA_003663795
13205,"YU 924-101","DSM 44649, IFO 16517, NBRC 16517, JCM 11647, CIP 107895",1,"Actinokineospora enzanensis",GCA_000374445
13196,,"DSM 43855, ATCC 31181, IFO 14105, JCM 3276, NBRC 14105, NRRL B-16697, VKM Ac-1419, BCRC 13397, CGMCC 4.1172, IFM 0209, IMSNU 20054, KCTC 9155, KCTC 9297",1,"Actinokineospora fastidiosa",GCA_014648415
13202,,"DSM 44258, IFO 15663, JCM 9923, KCTC 9571, MTCC 2685, NBRC 15663, NCIMB 13659, NRRL B-24050, VKM Ac-1982",1,"Actinokineospora inagensis",GCA_000482865
130584,,"DSM 45961, CECT 8578, PAL 84",1,"Actinokineospora spheciospongiae",GCA_003182415
130585,EG49,"DSM 45935, CCM 8480, LMG 27700, JCM 31756",1,"Actinokineospora spheciospongiae",GCA_000564855
13204,,"DSM 44260, IFO 15668, JCM 9924, KCTC 9572, MTCC 2688, NBRC 15668, IMSNU 22094, NCIMB 13660, NRRL B-24049, VKM Ac-1983",1,"Actinokineospora terrae",GCA_900111175
131551,ACD1,"DSM 46744, CECT 8841",1,"Actinomadura algeriensis",GCA_014873935
16924,,"DSM 43919, IFO 14695, JCM 6250, NBRC 14695, CGMCC 4.2100, CIP 107393, HUT 6547, IMSNU 22157, IMSNU 22161, KCTC 9620, MTCC 2560, NCIMB 12618",1,"Actinomadura atramentaria",GCA_000381885
16996,3-46-b(3),"DSM 45347, JCM 13933, MTCC 8057",1,"Actinomadura bangladeshensis",GCA_004348335
16988,3.24,"DSM 44772, AS 4.1522, IFO 16341, NBRC 16341, JCM 10667, CGMCC 4.1522, CIP 107903",1,"Actinomadura catellatispora",GCA_014205085
16994,,"DSM 45038, IFM 10266, JCM 14158, NBRC 106107",1,"Actinomadura chibensis",GCA_001552135
,,,,,GCA_008085895
16925,,"DSM 43461, ATCC 27887, IMET 9573, INA 1849, JCM 3295, BCRC 13352, CGMCC 4.1514, IFO 14678, IMSNU 20001, KCTC 9617, MTCC 1828, NBRC 14678, NRRL B-16121, VKM Ac-1119",1,"Actinomadura citrea",GCA_013409045
,,,,,GCA_014648455
16926,,"DSM 43675, ATCC 33576, INA 765, JCM 3320, CGMCC 4.1515, IFO 14679, IMET 9580, IMSNU 20002, KCTC 9337, NBRC 14679, VKM Ac-1511",1,"Actinomadura coerulea",GCA_014208105
,,,,,GCA_014648535
158480,LHW63021,"DSM 106125, CCTCC AA 2018015",1,"Actinomadura craniellae",GCA_003289645
16927,,"DSM 43676, ATCC 33577, INA 292, JCM 3308, BCRC 13394, IFO 14182, IMET 9578, IMSNU 22199, NBRC 14182, NRRL B-16605, VKM Ac-912",1,"Actinomadura cremea",GCA_014648495
130742,DLS-70,"DSM 45941, KCTC 29224",1,"Actinomadura darangshiensis",GCA_004349235
16999,,"DSM 45200, CCTCC AA 208017, JCM 16896, YIM 61435",1,"Actinomadura flavalba",GCA_000374305
16966,C-36820,"DSM 43997, ATCC 49059, IFO 14204, JCM 7474, NBRC 14204, BCRC 16355, CIP 105595, IFO 15870, IMSNU 22194, KCTC 9647, LMG 29178, NBRC 15870, NCIMB 12773, NRRL B-16984, VKM Ac-1954",1,"Actinomadura formosensis",GCA_001552155
,,,,,GCA_900659625
17005,A8036,"DSM 45508, KCTC 19868, JCM 19952",1,"Actinomadura geliboluensis",GCA_005889745
16993,H647-1,"DSM 45043, DSM 44 987, IMSNU 50760, KCCM 42245, NRRL B-24436, JCM 13882, DSM 44987, NBRC 102110",1,"Actinomadura hallensis",GCA_006716765
16979,"SA 26015","DSM 44148, ATCC 53557, IFO 15177, NBRC 15177, NCIMB 13253, JCM 9627, HUT 6599, IMSNU 22185",1,"Actinomadura hibisca",GCA_001552635
16929,"SSC 1256, 13-363","DSM 43764, ATCC 31588, CCRC 13146, IFO 14229, IMET 9741, JCM 3306, KCTC 9129, NBRC 14229, NCIMB 13755, NRRL 12069, NRRL B-16121, VKM Ac-874, BCRC 13416, CGMCC 4.2099, IMSNU 20006, MTCC 707, NRRL B-16261, BCRC 13146, IFO (now NBRC) 14229, SCC 1256",1,"Actinomadura kijaniata",GCA_001552175
16981,"1065, A 10","DSM 43382, ATCC BAA 277, JCM 10674, CCUG 48293, IFM 0961, NBRC 106108",1,"Actinomadura latina",GCA_001552195
16930,,"DSM 43677, ATCC 33578, INA 1678, JCM 3387, CPCC 203281, IFO 14682, IMET 9575, IMSNU 20008, IMSNU 22191, MTCC 1382, NBRC 14682, VKM Ac-908",1,"Actinomadura livida",GCA_014648675
159574,NEAU-G17,"DSM 105122, CGMCC 4.7411",1,"Actinomadura logoneensis",GCA_003428695
16931,,"DSM 40398, ATCC 25469, CBS 702.69, CGMCC AS 4.1382, IFO 13057, ISP 5398, JCM 4203, KCC S-0203, KCC S-0491, NBRC 13057, RIA 1249, OEU 719, BCRC 16250, CECT 3283, CGMCC 4.1382, CGMCC 4.1516, CIP 105484, IMET 9672, IMSNU 20009, JCM 4491, KCTC 9341, NRRL B-12327, VKM Ac-1509",1,"Actinomadura luteofluorescens",GCA_013409365
16932,"FD 25934","DSM 43862, ATCC 31286, IFO 14102, IMET 9754, JCM 3287, KCC A-0287, NBRC 14102, BCC 49509, BCRC 13378, CGMCC 4.1513, CIP 105532, IMSNU 22164, KCTC 9342, MTCC 2559, NCIMB 14303, NRRL B-16124, TBRC 2223",1,"Actinomadura macra",GCA_001552215
16933,,"DSM 43067, ATCC 19425, CCM 136, IAM 14277, IFO 14623, IMRU 1190, JCM 7436, NBRC 14623, NCTC 5654, CCUG 32944, CCTCC AB 2010169, CECT 3043, CGMCC 4.1224, CIP 105487, HAMBI 1926, IFM 0585, IMET 9585, KCTC 9192, MTCC 1120, NCIMB 13469, NRRL B-3843, VKM Ac-809",1,"Actinomadura madurae",GCA_900115095
16985,A290,"DSM 44485, NRRL B-24203, JCM 13236, CIP 108420",1,"Actinomadura mexicana",GCA_900188105
16989,A288,"DSM 44715, NRRL B-24247, JCM 13237",1,"Actinomadura meyerae",GCA_900188445
140490,CYP1-1B,"JCM 16995, KCTC 39784, PCU 349, TISTR 2400",1,"Actinomadura montaniterrae",GCA_008923365
16986,"FH-A 1198, ID 90-506","DSM 44197, CIP 108365, NRRL B-24153, HAG 010767, JCM 13238, CPCC 201670",1,"Actinomadura namibiensis",GCA_014138665
161015,,"JCM 10648, ATCC 43269, BCRC 16818, DSM 43930, NBRC 104149, NRRL 15878",1,"Actinomadura oligospora",GCA_000518265
16950,A19,"DSM 43383, ATCC 33385, JCM 3388, NCTC 4162, CCUG 38891, CIP 105483, HUT 6549, IAM 12634, IMET 9693, IMSNU 22169, KCTC 9110, NBRC 103052, NRRL B-3997",1,"Actinomadura pelletieri",GCA_003634705
164563,LD22,"JCM 33455, CCTCC AA 2018050",1,"Actinomadura physcomitrii",GCA_008923205
132197,RY35-68,"DSM 102126, JCM 19830, PCU 332, TISTR 2211",1,"Actinomadura rayongensis",GCA_009831215
16969,,"DSM 43936, ATCC 33264, IFO 14183, JCM 3309, KCTC 9248, NBRC 14183, NCIMB 12768, NRRL B-16122, VKM Ac-1085, INA 1349, KCC A-0309, MTCC 3035, PCM 2339",1,"Actinomadura rifamycini",GCA_000425065
166237,,"LMG 30035, CECT 9808, ATCC 53664",1,"Actinomadura roseirufa",GCA_900659635
16970,2991,"DSM 43750, ATCC 49883, IFO 15178, IMET 9705, JCM 7345, NBRC 15178, BCRC 16817, CIP 105486, IFO 15275, IMSNU 22192, INMI 2991, KCTC 9493, NBRC 15275, VKM Ac-1470",0,"Actinomadura viridilutea",GCA_001552235
16945,Mt-1,"DSM 43175, ATCC 27103, CBS 833.70, IMET 9546, JCM 3112, KCC A-0112, BCRC 13398, CIP 105478, IFO 15238, IMSNU 20019, KCTC 9290, NBRC 15238, VKM Ac-1315",1,"Actinomadura viridis",GCA_015751755
177,M1327/95/1,"DSM 15435, CCUG 37421, CIP 106647",1,"Actinomyces bowdenii",GCA_017592395
189,R18165,"DSM 19115, CCUG 48064, CIP 108337, KCTC 15232",1,"Actinomyces dentalis",GCA_000429225
149,Sh8/4303,"DSM 20671, ATCC 43322, NCTC 11490, CCUG 32758",1,"Actinomyces denticolens",GCA_001995055
,,,,,GCA_002072185
,,,,,GCA_900445045
140372,pika_113,"DSM 104049, CGMCC 4.7372",1,"Actinomyces gaoshouyii",GCA_002072175
,,,,,GCA_014646495
159,2-606-032,"DSM 6844, ATCC 23860, CDC W838, CIP 105418, JCM 12963, VPI 12594, CCUG 32936, CCUG 34703",1,"Actinomyces gerencseriae",GCA_000429265
140064,WL80,"DSM 105491, JCM 18848, KACC 17211",1,"Actinomyces haliotis",GCA_015355765
147057,,"CCUG 32757, ATCC 43323, NCTC 11636",1,"Actinomyces howellii",GCA_900637165
190,"genospecies WVA 963, VPI D135D-26, genospecies(serotype) WVA 963","DSM 23038, ATCC 49338, CCUG 34287, KCTC 15157, JCM 16129, VPI D135D-26",1,"Actinomyces johnsonii",GCA_006546835
166249,2129,"CGMCC 4.7483, DSM 106426",1,"Actinomyces lilanjuaniae",GCA_003606385
192,4401292,"DSM 23047, CCUG 53522, KCTC 15158, CSUR P18, JCM 16130",1,"Actinomyces massiliensis",GCA_000269805
154,,"DSM 43013, ATCC 12104, CCUG 2238, NCTC 10301, CDC W826, JCM 8349, NIH 279, WVU 45, CCUG 18310, CIP 103128",1,"Actinomyces naeslundii",GCA_001956585
148387,,"CCUG 35334",0,"Actinomyces naeslundii",GCA_001956565
149367,,"CCUG 37599",0,"Actinomyces naeslundii",GCA_001956445
187,R5292,"KCTC 15234, DSM 17234, CCUG 46090, CIP 107639, Hall R5292, JCM 17565",1,"Actinomyces oricola",GCA_004104015
191,W1053,"DSM 23056, ATCC 27044, CCUG 34288, WVU 474, JCM 16131",1,"Actinomyces oris",GCA_006546825
132555,MS2,"DSM 27066, CSUR P658",0,"Actinomyces polynesiensis",GCA_000820725
159350,410,"DSM 106201, CGMCC 1.16361",1,"Actinomyces qiguomingii",GCA_004102025
176,"AO 96-06841","DSM 15433, CCUG 36733, CIP 106352",1,"Actinomyces radicidentis",GCA_001553565
23522,B71,"DSM 27982, CGMCC 1.5030, JCM 13352, CIP 109388",1,"Actinomyces ruminicola",GCA_900103885
138775,,"CCUG 32792, CIP 103130, NCTC 11923",1,"Actinomyces slackii",GCA_900637295
147629,,"CCUG 33920",0,"Actinomyces sp.",GCA_001937675
193,7400942,"KCTC 15137, DSM 23838, CCUG 55928, CSUR P35",1,"Actinomyces timonensis",GCA_000295095
178,,"DSM 15434, CCUG 38702, CIP 106421",1,"Actinomyces urogenitalis",GCA_000159035
157,,"DSM 43327, ATCC 15987, CCUG 14476, NCTC 10951, WVU 745, NIH T-6, JCM 8353, CCUG 35450, CECT 488, CIP 103147, KCTC 15382, NBIMCC 71",1,"Actinomyces viscosus",GCA_004525795
,,,,,GCA_900637975
140287,VUL7,"DSM 103437, CGMCC 4.7366",1,"Actinomyces vulturis",GCA_001687305
196,"2298, 2298/06","DSM 24894, CCM 7951, CCUG 61299, CIP 110333, LMG 26472",1,"Actinomyces weissii",GCA_016598775
13499,,"DSM 45062, JCM 15998, NBRC 104400, YIM 0006, CCTCC AA 205017, TBRC 8064",1,"Actinomycetospora chiangmaiensis",GCA_000379625
